word,activation,imagery,pleasantness
never,1.7778,1.0,1.3333
nevertheless,2.0,1.0,1.375
new,2.125,1.6,2.25
newer,2.25,1.4,2.0
newest,2.0,1.4,1.8889
newly,1.5556,1.4,1.8889
newport,1.6667,1.8,1.6667
news,2.3333,2.2,1.7778
newspaper,2.1,3.0,1.7
newspapers,2.0,3.0,1.5714
next,1.6667,1.0,1.3333
next-door,1.8571,2.2,1.8571
nice,2.1667,1.4,2.5
nick,1.6364,1.8,1.6364
nickname,2.0,1.0,2.2857
night,1.7143,2.6,2.2857
night*s,1.8889,1.8,2.3333
nightgown,2.1111,3.0,2.4444
nightmare,3.0,2.4,1.2222
nights,1.7,1.8,2.6
nine,1.6667,1.8,1.5556
nineteen,2.0,1.8,2.0
ninety,1.7143,1.8,1.4286
ninth,1.7143,1.8,1.4286
nitrogen,2.0,1.6,1.4286
no,2.1538,1.0,1.2308
noble,1.5556,1.2,2.1111
nobler,2.0,1.0,1.8571
nobly,1.375,1.0,2.125
nobody,1.5,1.4,1.0
nod,2.0,2.0,1.5
nodded,2.4,2.0,1.2
nods,2.2727,2.2,1.7273
noise,2.5556,1.6,1.2222
nominal,1.875,1.6,1.375
nomination,2.0,1.4,2.0
none,1.4444,1.2,1.2222
nonetheless,1.8333,1.0,1.1667
nonsense,1.8182,1.2,1.1818
noon,1.4286,1.8,2.0
nope,1.625,1.0,1.125
nor,1.5,1.0,1.6667
norm,1.4286,1.6,1.4286
normal,1.5,1.4,1.8333
normally,1.7778,1.2,1.6667
norman,1.6,1.4,1.6
norms,1.7,1.2,1.9
north,1.5556,1.8,1.4444
northeast,1.7778,1.8,1.5556
northern,2.1111,1.8,1.5556
northwest,1.6667,1.8,1.5556
nose,1.6667,3.0,1.3333
not,1.875,1.0,1.125
notable,1.5714,1.2,1.5714
notably,1.7143,1.2,1.4286
note,1.1667,2.6,1.6667
noted,2.0,1.6,1.6667
notes,1.75,2.0,1.625
nothing,1.1429,1.2,1.1429
notice,1.5714,2.0,1.2857
noticeable,1.8333,1.4,1.6667
noticed,2.2222,1.4,2.0
notified,2.2857,1.6,1.5714
noting,2.2857,1.4,1.2857
notion,1.9,1.0,1.6
notions,2.0,1.0,1.5
nova,1.75,1.4,1.625
novel,2.0,2.6,1.7143
novelist,2.25,2.4,1.625
novels,1.875,2.8,2.0
november,2.0,2.0,1.8
now,1.6364,1.2,1.4545
nowadays,1.625,1.0,1.375
nowhere,1.3,1.2,1.2
nuclear,2.6667,1.6,1.4444
nucleus,2.0,1.6,1.875
nude,2.5,2.8,2.0
null,1.2222,1.0,1.3333
number,1.3333,2.0,1.1667
numbers,1.6,2.2,1.6
numerical,1.5714,1.6,1.4286
numerous,1.75,1.6,1.5
nurse,2.2857,2.8,1.5714
nursery,2.1667,2.6,2.0
nursing,2.7273,1.8,2.3636
nut,1.5455,3.0,1.4545
nuts,1.7143,3.0,1.5714
o*clock,1.3333,1.4,1.5
oak,1.2857,2.6,2.1429
oar,1.7273,2.8,2.0909
oars,1.6667,2.8,1.8333
object,1.75,1.6,1.375
objected,2.3333,1.0,1.3333
objection,2.4286,1.0,1.1429
objections,2.5556,1.0,1.4444
objective,2.2222,1.0,2.0
objectives,2.125,1.0,2.0
objects,1.625,2.0,1.5
obligation,2.4286,1.0,1.4286
obligations,2.0909,1.0,1.2727
obliged,2.5556,1.0,1.4444
obscure,2.125,1.2,1.5
observation,2.25,1.0,2.0
observations,2.5,1.0,2.125
observe,2.1111,1.4,2.1111
observed,2.0,1.4,1.7778
observer,1.7778,2.0,1.7778
observers,1.8889,2.2,1.7778
observing,2.2,1.6,2.2
obstacle,2.4286,2.0,1.2857
obtain,2.1667,1.2,1.5
obtainable,1.8571,1.4,1.5714
obtained,2.1667,1.2,1.5
obvious,1.9091,1.2,1.4545
obviously,1.7143,1.2,1.5714
occasion,1.7143,1.2,2.1429
occasional,1.5556,1.0,1.5556
occasionally,1.5556,1.0,1.6667
occasions,2.1111,1.2,2.1111
occupation,2.1,1.6,2.4
occupational,1.8889,1.6,1.8889
occupied,2.3333,1.6,1.3333
occupy,2.2857,1.4,1.2857
occur,2.2857,1.0,1.2857
occurred,2.0,1.0,1.2857
occurrence,2.4615,1.2,1.6154
occurrences,2.4444,1.2,1.4444
occurring,2.1429,1.2,1.2857
occurs,2.375,1.2,1.5
ocean,2.6667,3.0,2.3333
october,1.8333,2.0,1.8333
odd,1.8,1.6,1.8
oddest,1.7273,1.4,1.3636
oddness,1.8889,1.0,1.4444
odds,1.75,1.4,1.625
odor,2.0,1.6,1.5556
odour,2.3333,1.6,1.4444
odyssey,2.3333,1.0,2.5
of,1.6364,1.0,1.6364
off,2.0,1.4,1.1429
offence,2.75,1.6,1.125
offender,2.75,2.2,1.0833
offends,3.0,1.2,1.1429
offer,2.1667,1.2,1.8333
offered,2.1111,1.2,1.8889
offering,2.3,1.2,2.4
offers,2.4,1.2,2.0
office,1.5556,2.6,1.6667
officer,2.1111,2.8,1.7778
officer*s,1.8889,2.2,1.5556
officers,2.1111,2.8,1.7778
offices,1.3333,2.6,1.6667
official,1.625,1.4,1.75
officially,1.7143,1.2,1.5714
officials,1.3333,2.4,1.3333
often,1.8333,1.0,1.5
ogre,1.5556,1.2,1.4444
ogres,1.75,1.2,1.375
oh,1.2857,1.0,1.7143
oil,1.5714,2.6,1.5714
oils,1.3333,2.6,1.5
oily,1.8889,2.4,1.0
ok,1.5714,1.0,2.2857
okay,1.8571,1.0,2.2857
old,1.2,2.4,1.5
older,1.625,1.8,1.5
oldest,2.125,1.6,1.625
ominous,2.7143,1.0,1.4286
omitted,1.625,1.2,1.125
on,2.25,1.4,1.375
once,1.6364,1.4,1.8182
one,1.5,1.8,1.6667
one*s,1.6667,1.2,1.4444
one-third,1.4545,2.2,1.3636
ones,1.5,1.2,1.6
onion,1.4444,3.0,1.4444
only,1.5,1.4,1.375
onset,1.9,1.0,1.4
onto,1.7143,1.8,1.1429
open,2.3636,2.8,1.9091
opened,2.5,2.2,1.625
opening,2.5556,2.4,1.8889
openly,2.0,1.2,1.625
opens,2.375,1.8,1.75
opera,2.0833,3.0,2.0833
operate,2.4167,2.2,1.5833
operated,2.25,1.6,1.375
operates,2.2857,2.0,1.2857
operating,2.5,2.4,1.25
operation,2.4167,2.6,1.5833
operational,2.0,1.0,1.1429
operations,2.2222,1.8,1.3333
operator,2.0,2.4,1.7143
operators,2.125,2.4,1.875
opinion,1.9,1.0,2.1
opinions,1.7,1.0,2.2
opium,1.8889,2.4,1.8889
opponent,2.2222,2.2,1.3333
opponents,2.25,2.0,1.625
opportunities,2.2727,1.0,2.7273
opportunity,1.9,1.0,2.7
oppose,2.3333,1.4,1.2222
opposed,2.1111,1.2,1.3333
opposing,2.4444,1.4,1.3333
opposite,2.0,1.8,1.7
opposition,2.1,1.8,1.2
optical,1.6,2.0,1.5
optimism,2.0,1.4,2.7
optimistic,2.0,1.4,2.5455
optimum,1.875,1.2,1.75
options,1.8571,1.2,2.1429
or,1.375,1.0,1.5
oral,2.0,2.0,1.7143
orange,1.5833,3.0,2.0833
orbit,1.875,2.6,1.5
orchestra,2.25,3.0,2.5
order,1.9,2.0,1.5
ordered,2.2,1.4,1.2
ordering,2.2,1.8,1.4
orderly,1.7273,1.6,1.8182
orders,2.2,1.8,1.0
ordinarily,1.2857,1.0,1.2857
ordinary,1.25,1.0,1.25
organic,1.5,1.8,1.5
organization,1.75,2.0,1.625
organizations,2.0,2.0,1.7857
organize,2.4,1.4,2.0
organized,2.25,1.2,1.875
organs,1.8889,2.6,1.2222
oriental,1.5714,2.6,2.1429
orientation,2.0,1.2,1.8571
oriented,2.0,1.0,1.1667
origin,1.6667,1.2,1.6667
original,2.1,1.6,2.2
originally,1.7778,1.0,2.0
originated,1.8,1.0,1.7
orthodox,1.6,1.0,1.5
other,1.4286,1.4,1.2857
others,1.5833,1.8,1.9167
otherwise,1.25,1.0,1.125
ought,1.4444,1.0,1.2222
our,1.7692,1.6,2.0
ours,1.625,1.8,2.0
ourselves,1.1429,1.8,2.2857
out,1.9,2.2,1.5
outcome,2.0,1.2,1.7273
outcomes,2.0909,1.0,1.6364
outdoor,2.5,2.6,2.2
outer,2.0,2.0,1.5
outfit,1.6,2.6,2.1
outfits,1.6364,2.6,1.8182
outgrown,1.7143,2.2,1.4286
outline,2.0,2.2,1.4444
outlook,1.875,1.2,1.5
output,1.8571,1.6,1.4286
outranked,1.7143,1.8,1.2857
outset,1.6,1.2,1.4
outside,2.2222,2.6,2.0
outstanding,2.25,1.6,2.125
outward,1.8889,1.8,1.6667
over,1.7143,2.2,1.2857
over-all,1.6,2.0,1.6
overall,1.5,1.8,1.5
overcome,2.375,1.6,1.625
overcompensate,2.3636,1.6,1.4545
overcompensated,2.6667,1.2,1.0
overcompensating,2.6667,1.4,1.0
overdose,2.25,2.0,1.25
overestimate,1.7778,1.8,1.2222
overestimated,2.0,1.6,1.4444
overexertion,2.7,2.2,1.3
overhanging,1.9167,2.2,1.6667
overhead,1.6,2.6,1.5
overhung,1.4545,2.0,1.3636
overjoyed,2.7778,2.4,2.7778
overnight,1.6667,2.2,2.1111
overpowered,2.625,1.8,1.125
overprotective,2.3,1.8,1.1
overreacting,2.4286,2.0,1.1429
overseas,1.6364,2.4,1.9091
overt,1.625,1.2,1.75
overtook,2.4444,1.6,1.1111
overturned,2.375,2.2,1.25
overwhelming,2.5,1.6,1.5
overworked,2.5385,1.8,1.2308
owe,1.5833,1.6,1.5
owed,1.625,1.2,1.875
own,1.7143,1.8,2.1429
owned,1.375,1.8,1.75
owner,1.5833,2.4,2.3333
owners,1.2857,2.0,2.0
ownership,1.5556,1.8,2.3333
owns,1.5,1.8,2.1667
oxen,1.375,1.8,1.25
oxford,1.5,1.8,1.6
oxidation,2.0,1.6,1.5
oxygen,1.8889,2.0,1.8889
pa,1.3333,1.6,1.8889
pace,2.25,2.0,1.625
paced,2.0,1.6,1.7273
pacific,1.6,2.2,2.0
pack,2.4444,2.2,1.4444
package,1.5556,2.8,2.1111
packed,2.2222,1.2,1.8889
packing,2.5,2.6,1.9
paddled,2.3,1.8,1.9
paddles,2.0,2.2,1.7
page,1.6667,3.0,1.3333
pages,1.7273,3.0,1.4545
paid,2.25,2.4,2.125
pain,2.5714,2.0,1.0
pained,2.5,1.6,1.25
painful,2.4286,2.2,1.2857
painfully,2.5833,1.6,1.0
pains,2.5,2.0,1.0
paint,2.125,3.0,1.875
painted,1.8,2.6,1.8
painter,2.0,3.0,1.5
painters,1.6,3.0,1.7
painting,2.2727,3.0,2.0
paintings,1.9,3.0,2.2
paints,1.8571,3.0,1.7143
pair,1.5,2.4,1.75
pairs,1.625,2.0,1.875
palace,1.5,2.8,2.25
pale,1.4286,2.8,1.1429
palm,1.5,3.0,1.7
pan,1.25,3.0,1.375
pancake,1.4444,3.0,2.0
panel,1.2857,2.8,1.2857
panels,1.2857,2.8,1.2857
pang,1.6667,1.2,1.1667
panic,2.5833,2.2,1.25
pant,2.2,2.4,1.7
panted,2.3333,1.8,1.6667
papa,1.7,2.6,2.4
papa*s,1.7,2.2,2.4
paper,1.4286,3.0,1.2857
paperback,1.6364,3.0,2.0
papers,1.25,3.0,1.25
par,1.4444,1.2,1.6667
parachute,2.3846,3.0,2.2308
parachuting,2.875,3.0,1.625
parade,2.5714,3.0,2.4286
paradise,2.4,3.0,2.6
paradoxically,1.7273,1.2,1.4545
paragraph,1.5455,2.4,1.4545
paragraphs,1.2,2.6,1.3
parallel,1.3,3.0,1.5
paralysis,1.5,1.8,1.2
parcel,1.6,2.6,2.0
parcels,1.2857,2.6,1.8571
parent,2.0,3.0,2.4444
parenting,2.625,1.6,2.25
parents,1.8571,3.0,2.5714
parents*,1.8571,2.0,2.4286
parish,2.0,2.6,1.8
park,1.5556,2.8,2.1111
parked,1.875,2.8,1.25
parker,1.5556,1.6,1.3333
parking,2.1429,2.4,1.2857
parks,1.6,3.0,2.2
parliament,1.5714,2.6,1.0
parlor,1.25,2.6,1.5
parochial,1.6364,1.4,1.3636
part,1.4444,1.6,1.3333
part-time,2.0,1.6,1.4444
partial,1.5,1.6,1.375
partially,1.3333,1.6,1.4444
participate,2.6667,1.6,2.3333
participated,2.3333,1.6,2.1111
participating,2.75,1.6,2.3333
participation,2.6,1.6,2.2
particle,1.8182,1.6,1.5455
particles,1.8889,1.6,1.4444
particular,1.4444,1.4,1.4444
particularly,1.5,1.4,1.375
partied,2.7,2.2,2.6
parties,2.7143,2.2,2.7143
partisan,1.9091,1.6,1.4545
partly,1.375,1.0,1.5
partner,1.6667,2.2,2.5556
partners,1.625,2.2,2.625
partnership,1.75,1.6,2.5
partridge,1.5714,2.2,1.5714
parts,1.75,2.2,1.6667
party,2.75,2.6,2.5
partying,2.8571,2.4,2.4286
pass,2.0,2.2,1.625
passage,1.5,2.2,1.75
passages,1.2857,2.0,1.1429
passed,2.1111,2.0,1.6667
passenger,1.3333,2.6,1.1667
passengers,1.375,2.6,1.625
passes,2.1,2.0,2.0
passing,2.3,1.6,1.8
passion,2.4444,1.6,2.7778
passionate,2.5556,1.6,2.8889
passions,2.5,1.4,2.625
passive,1.1,1.6,1.8
past,1.4,1.8,1.6
paste,2.0,2.6,1.4444
pastor,1.2222,2.4,1.5556
pasture,1.2222,2.4,1.8889
pat,1.7,1.8,1.8
patch,1.8,2.8,1.5
patched,1.8,2.2,1.4
patches,1.7778,2.6,1.4444
patent,1.4545,1.6,1.4545
patents,1.25,1.6,1.25
path,1.4286,2.6,1.4286
pathetic,1.625,1.6,1.125
pathology,1.7143,1.2,1.0
paths,1.3846,2.4,1.9231
patience,1.875,1.6,2.125
patient,1.875,2.2,1.625
patient*s,1.5,1.6,1.4
patients,1.9,2.2,1.6
patriot,1.9,1.6,2.0
patriotic,2.0909,1.6,2.1818
patrol,2.7,2.0,1.2
patrolman,2.2857,2.0,1.1429
patronage,1.5,1.6,1.25
pattern,1.5,2.8,1.625
patterns,1.625,2.8,1.625
pause,1.2143,1.6,1.6429
paused,1.3,1.4,1.8
pavement,1.25,3.0,1.25
pay,2.3333,2.0,1.8889
paycheck,2.1429,3.0,2.2857
paying,2.5714,2.4,1.7143
payment,1.8333,2.0,1.1667
payments,2.0833,2.0,1.3333
payroll,2.0,2.0,1.9
pays,2.3333,2.0,2.2222
peace,1.9,1.6,2.8
peaceful,1.7,2.0,2.9
peak,2.1429,2.6,1.8571
peas,1.4545,2.8,1.4545
peasants,1.375,1.8,1.5
peculiar,1.5556,1.4,1.4444
peddling,2.4615,2.2,1.5385
peeking,1.875,1.8,1.75
peered,2.1429,2.2,1.2857
pelicans,1.9,3.0,2.1
pen,1.6364,3.0,1.8182
penalty,2.1818,1.6,1.1818
pencil,1.4,3.0,1.7
pending,1.8,1.2,1.6
penetrating,2.8,2.2,1.8
penetration,2.8182,2.4,1.4545
penny,1.375,3.0,2.125
pension,1.4444,1.8,2.1111
pensive,1.5,1.2,1.625
pentagon,2.1429,3.0,1.4286
people,2.4286,3.0,2.2857
people*s,2.4,1.4,2.0
peoples,2.3333,1.8,2.1111
pepper,1.625,2.8,2.0
per,1.4444,1.6,1.7778
perceive,1.8571,1.6,1.8571
perceived,2.2,1.2,1.9
percent,1.8571,1.8,1.4286
percentage,1.6667,1.8,2.0
perception,2.0,1.4,2.0909
perch,1.6667,2.6,1.8889
perfect,2.0,1.6,2.6667
perfection,2.0,2.0,2.875
perfectly,2.0,1.4,2.6667
perform,2.8889,1.6,1.8889
performance,2.6667,2.2,2.2222
performances,2.8333,1.8,2.25
performed,2.5,1.6,2.1
performers,2.8182,2.6,2.4545
performing,2.8889,2.4,2.0
perfume,1.5556,2.4,2.3333
perhaps,1.375,1.2,1.625
period,1.5,2.0,1.3
periods,1.7143,1.8,1.4286
permanent,1.5455,1.4,1.9091
permanently,2.125,1.2,2.125
permission,1.8,1.4,2.1
permit,2.0,1.8,1.875
permits,2.125,2.2,1.875
permitted,1.9286,1.2,2.2857
perpetrator,2.4167,2.6,1.3333
persian,1.625,2.6,1.875
persisted,2.4286,1.4,1.5714
persistence,2.25,1.2,1.75
person,1.75,3.0,2.25
personal,2.0,1.2,2.1429
personalities,2.4444,1.6,2.4444
personality,2.3333,1.6,2.1667
personally,1.75,1.6,2.125
personnel,1.9,2.8,1.9
persons,2.3,3.0,2.0
perspective,1.9,1.0,1.9
persuade,2.7778,1.2,1.2222
persuaded,2.5,1.4,1.375
pertinent,1.4,1.0,1.7
petition,2.1,2.4,1.6
petitioner,2.0,2.6,1.4444
phase,1.3333,1.2,1.7778
phases,1.6667,1.4,2.0
phenomena,2.1,1.6,2.2
phenomenon,2.2,1.8,2.1
philharmonic,1.9,1.4,2.0
philosopher,1.6667,2.6,1.8889
philosophic,1.6364,1.8,2.0
philosophical,1.5,1.6,1.875
philosophy,1.4286,1.4,1.7143
phone,1.875,2.6,1.875
phoney,1.5714,1.2,1.4286
phoning,2.3846,1.6,1.9231
phony,1.375,1.4,1.25
photograph,1.875,2.6,2.25
photographic,2.1,1.4,2.2
photographs,2.0,2.8,2.2
phrase,1.8,2.6,1.8
phrases,1.8182,2.0,1.9091
physical,2.4,1.6,2.1
physically,2.4286,1.6,2.0
physician,2.0,2.6,1.75
physics,2.25,2.0,1.75
physiological,1.875,1.6,2.0
pianist,2.3571,3.0,2.1429
piano,1.9,2.6,2.4
piazza,1.5,2.0,2.125
pick,2.1111,2.2,1.6667
picked,2.1429,1.8,1.7143
picking,2.2857,2.2,1.5714
pickup,2.0,2.0,1.5
picnic,1.75,3.0,2.5833
picture,1.7,3.0,2.1
pictures,1.6667,3.0,2.2222
pie,1.8,2.8,2.5
piece,1.4,2.4,1.9
pieced,1.5714,1.2,1.7143
pieces,1.5455,2.4,1.8182
piety,1.75,1.2,1.875
pike,1.5556,2.6,1.6667
pile,1.6923,2.4,1.8462
piled,1.5,1.8,1.5
pill,1.4286,2.8,1.2857
pillory,1.4,1.2,1.6
pilot,2.2727,3.0,1.8182
pin,1.7273,3.0,1.7273
pine,1.5,3.0,2.2
pink,1.6,3.0,2.3
pint,1.6,2.8,1.9
pioneer,2.0909,2.6,2.0
pious,1.75,1.2,1.75
pip,1.4444,1.0,1.6667
pipe,1.5556,2.6,1.7778
pirates,2.2857,2.8,1.4286
piss,2.2857,2.6,1.5714
pissed,2.6,2.4,1.5
pisses,2.2222,2.0,1.6667
pit,1.25,2.6,1.625
pitch,2.3333,2.2,1.7778
pitcher,2.2857,3.0,1.8571
pitching,2.7273,2.2,1.8182
pitfalls,2.0,1.6,1.4286
pituitary,2.0,1.6,1.75
pity,1.4545,1.6,1.5455
placating,1.7778,1.8,1.7778
place,1.4444,2.2,1.7778
placed,1.875,2.2,1.375
placement,1.6667,1.8,1.5556
places,1.6667,2.4,1.8889
placing,2.2222,2.0,1.6667
plain,1.5833,1.6,1.5
plainly,1.4,1.4,1.8
plains,1.6364,2.0,1.6364
plan,2.1111,1.6,1.8889
plane,2.1111,2.6,1.5556
plane*s,1.875,1.4,1.625
planes,2.1,2.8,1.9
planet,2.0,2.6,2.0
planetary,2.0909,1.4,2.0
planets,2.0,2.6,1.875
planned,1.9,1.2,2.0
planners,2.375,1.4,1.75
planning,2.625,2.0,2.0
plans,2.2857,2.2,2.2857
plant,1.75,3.0,2.25
plantation,1.875,2.8,2.25
planted,2.0,2.0,2.0
plants,1.375,2.4,2.0
plasma,1.8333,2.0,1.9167
plaster,1.4286,2.6,1.5714
plastered,2.2222,2.0,1.6667
plastic,1.1667,2.4,1.3333
plastics,1.375,2.6,1.375
plate,1.4,3.0,1.7
plates,1.5,3.0,1.7
platform,1.4,3.0,1.8
play,2.7778,1.8,2.5556
played,2.5,2.2,2.0
player,2.7,2.6,2.2
players,2.5,2.4,2.2
playing,3.0,2.4,2.5556
plays,2.4444,1.4,2.4444
plea,1.5556,1.8,2.0
pleading,2.3,1.6,1.2
pleasant,1.9,1.4,2.6
pleasantry,1.9,1.2,2.2
please,2.125,1.8,2.5
pleased,2.2727,1.6,2.7273
pleasing,2.5,1.8,2.625
pleasurable,2.4286,1.4,2.5714
pleasure,2.5,2.0,2.625
plenty,1.5714,1.8,1.8571
plot,2.0,2.0,1.6923
plotted,1.625,3.0,1.5
plow,2.25,3.0,1.5
plowing,2.4,3.0,1.5
plug,1.5,3.0,1.6
plum,2.5,3.0,1.9
plumbers,2.0909,3.0,1.8182
plums,1.5,2.8,2.1
plunged,1.8571,2.0,1.4286
plus,1.375,2.0,1.875
pluses,1.625,1.8,1.75
pocket,1.5,2.8,1.75
pocketknife,1.9231,2.4,1.6923
pockets,1.5,2.4,1.8
poem,2.0,2.2,2.625
poems,1.8889,2.4,2.2222
poet,1.7143,2.8,2.2857
poet*s,1.8571,1.8,2.0
poetic,2.3333,1.8,2.0
poetry,1.9231,2.4,2.5385
poets,2.1,2.4,2.2
point,1.625,2.0,1.375
pointed,2.3,2.6,1.6
pointing,2.3,2.8,1.6
points,1.2857,2.2,1.4286
poised,1.1667,2.0,1.75
poison,2.0,2.6,1.2222
poke,2.0,2.6,1.2222
pole,1.4615,3.0,1.8462
poles,1.375,2.2,1.5
police,2.1429,2.6,1.1429
policeman,2.3,2.8,1.5
policemen,2.4545,2.8,1.6364
policies,1.7273,1.8,1.5455
policy,1.6,1.6,1.7
polish,1.7,2.2,2.0
polished,1.9,1.8,2.1
politely,1.4545,1.4,2.3636
political,2.25,1.6,1.125
politically,2.1111,1.4,1.2222
politician,2.3333,2.8,1.2222
politicians,2.0,2.6,1.0
politics,2.0,1.6,1.0
pollen,1.4,2.6,1.7
polls,1.4444,2.4,1.3333
pollutant,1.875,1.8,1.125
pond,1.4444,2.8,2.1111
pony,1.8571,2.8,2.1429
pool,1.8182,2.8,2.4545
pools,2.0,2.8,2.0
poor,1.625,1.8,1.125
poorly,1.5455,1.2,1.0909
popcorn,1.6667,2.8,2.2222
pope,1.5556,2.6,2.2222
pops,2.0,2.2,1.75
popular,2.1111,1.0,2.4444
popularity,2.5556,1.4,2.3333
populated,2.2222,1.8,1.6667
population,1.8333,1.6,1.8333
porch,1.5,3.0,2.1
porcupine,1.9091,3.0,2.0
pork,1.5556,2.6,1.7778
porous,1.5556,1.2,1.4444
port,1.5,2.6,1.625
portable,1.7,2.0,2.0
portages,1.8571,1.8,1.4286
porter,1.6364,2.2,1.5455
portion,1.5,2.2,1.5
portions,1.6,2.2,1.6
portland,1.5,2.0,1.5
portrait,1.625,2.8,1.5
pose,1.8571,2.2,2.2143
posh,1.25,1.4,1.9167
position,1.375,2.0,2.0
positions,1.5714,2.2,2.0
positive,1.875,2.2,2.5
possessive,2.25,1.4,1.1667
possibilities,2.1429,1.2,2.0
possibility,2.0,1.2,2.0
possible,2.0,1.2,1.6667
possibly,2.125,1.0,1.875
post,1.4,2.4,1.8
postcard,1.4,3.0,2.0
posted,1.7,2.0,1.7
posts,1.4444,2.6,1.6667
posture,1.625,2.0,2.125
postwar,1.6,1.8,1.5
pot,1.4545,3.0,1.5455
potato,1.5556,3.0,1.6667
potatoes,1.5556,3.0,1.7778
potential,2.3333,1.2,2.5556
pottery,1.1,3.0,2.1
poultry,1.6,3.0,1.7
pound,1.7,2.0,1.8
pounds,1.5,2.0,1.625
poured,2.0909,2.2,1.8182
pout,1.75,2.2,1.375
pouting,1.8571,2.0,1.2857
poverty,1.5,2.2,1.375
powder,1.2857,3.0,1.5714
power,2.3846,1.4,2.0769
powerful,2.5,1.6,2.125
powers,2.375,1.2,2.0
pox,1.5,2.2,1.6
practical,1.75,1.2,1.625
practically,2.0,1.0,1.7778
practice,2.0,1.6,1.8
practices,2.625,2.0,1.625
practising,2.1667,1.8,1.1667
prairie,1.5714,2.6,1.7143
praise,2.2857,1.4,2.7143
praised,2.0,1.6,2.7143
pranks,2.4167,2.0,1.1667
pray,2.2222,2.4,1.8889
prayed,2.1429,1.8,2.0
prayer,1.875,1.6,2.125
prayers,1.6667,1.8,2.3333
preacher,2.1667,3.0,1.8333
preaching,2.6,2.2,1.4
preceded,2.0833,1.0,1.6667
preceding,2.0,1.0,1.4444
precious,2.1429,1.0,2.5714
precise,2.0,1.0,1.7778
precisely,1.7778,1.0,1.6667
precision,1.5714,1.0,1.8571
predicted,1.7273,1.0,1.8182
prediction,2.0,1.0,1.3333
prefer,1.875,1.0,1.875
preferably,2.0,1.0,2.4167
preferred,2.1429,1.0,1.8571
prejudice,2.0,1.2,1.0
preliminary,1.6667,1.0,1.4444
premier,1.9091,1.8,1.7273
premium,1.9,1.2,1.8
preoccupied,2.0,1.4,1.2222
preparation,2.3333,1.6,1.7778
preparations,2.0,1.4,1.7778
prepare,1.8,1.6,1.9
prepared,1.7143,1.0,1.7143
preparing,2.125,1.4,1.75
presbyterian,1.875,1.4,1.5
preschool,1.8333,2.4,2.5
prescribed,1.6667,1.4,1.0
presence,1.5556,1.4,1.5556
present,1.75,2.4,2.25
present-day,1.5714,1.4,1.8571
presentation,2.125,1.8,1.625
presented,2.3333,1.2,1.6667
presenting,2.1,1.2,1.9
presently,1.3333,1.0,1.5
presents,2.1429,2.0,2.2857
preservation,1.8,1.0,1.6
preserve,1.625,1.0,1.375
preserved,1.375,1.2,1.375
preserves,1.5714,1.2,1.4286
preserving,1.6667,1.4,1.5556
presidency,2.25,1.6,1.5
president,2.0,2.8,1.625
president*s,2.1818,2.2,1.5455
presidential,1.8889,1.2,1.6667
presidents,1.9,1.8,1.8
presiding,2.0,1.2,1.5
press,2.125,2.4,1.125
pressed,2.0,1.4,1.5714
pressing,2.3333,1.6,1.4444
pressure,2.5,1.2,1.0
pressures,2.3,1.2,1.1
prestige,1.7143,1.4,2.5714
presumably,1.7778,1.2,1.5556
presumed,1.7143,1.2,1.2857
pretending,1.8571,1.2,1.5714
pretty,1.6154,2.6,2.8462
prevailing,2.5455,1.0,1.9091
prevent,2.125,1.0,1.0
prevented,2.1667,1.0,1.3333
preventing,2.4286,1.4,1.1429
prevention,2.1818,1.2,1.9091
preventive,1.8333,1.0,1.1667
prevents,1.625,1.0,1.625
previous,1.2,1.0,1.4
previously,1.4286,1.0,1.5714
price,2.2222,2.0,1.4444
prices,2.0,2.2,1.625
pricked,2.4444,1.8,1.0
pricking,2.5556,1.4,1.0
prickling,2.2857,1.0,1.1429
pricks,2.0,2.0,1.1111
pride,1.9,1.4,2.4
priest,1.75,3.0,2.0
priests,1.625,2.8,2.125
prim,1.75,1.2,1.875
primarily,2.0,1.0,1.4444
primary,1.8889,1.0,1.7778
prime,1.6667,1.0,1.6667
primitive,2.0,1.2,1.0
prince,1.9,3.0,2.5
princess,2.0,3.0,2.7143
principal,1.8571,2.8,1.7143
principally,1.7143,1.0,1.4286
principle,1.5,1.0,1.3333
principles,1.9167,1.2,1.9167
print,1.8571,2.0,1.2857
printed,2.0,1.8,1.2857
printing,2.1111,2.2,1.5556
prints,1.75,2.4,1.875
prior,1.7778,1.0,1.5556
priority,1.8,1.0,1.9
prison,2.0,3.0,1.0
prisoners,2.1667,3.0,1.0
privacy,1.5714,1.4,2.4286
private,1.4286,1.2,2.0
privately,1.8571,1.0,1.7143
privilege,1.9167,1.0,2.5
privileged,1.7778,1.0,2.4444
privileges,2.1429,1.2,2.2857
prize,1.875,2.6,2.875
pro,1.6667,2.0,2.1667
pro-western,1.1667,1.0,1.1667
probabilities,1.8,1.2,1.2
probability,1.9167,1.2,1.5833
probable,1.7778,1.0,1.4444
probably,2.0,1.0,1.5714
problem,1.8889,1.4,1.1111
problems,2.0,1.6,1.125
procedure,1.5714,1.4,1.4286
procedures,1.9091,1.4,1.6364
proceed,2.0,1.2,1.7778
proceeded,2.375,1.2,1.75
proceeding,2.4167,1.0,2.1667
proceedings,2.0,1.2,1.5714
proceeds,1.8333,1.6,1.6667
process,1.7778,1.4,1.4444
